Submission.ID,Hour,Season,Sp.count
S38184508,9,Wet,4
S38184643,9,Wet,6
S38185009,17,Wet,15
S38185206,6,Wet,18
S38185253,7,Wet,14
S38185288,7,Wet,14
S38186205,7,Wet,12
S38186221,7,Wet,12
S38186235,7,Wet,10
S38186308,14,Wet,9
S38186324,8,Wet,7
S38186337,8,Wet,16
S38186350,11,Wet,5
S38186355,11,Wet,8
S38186365,12,Wet,6
S38186375,11,Wet,12
S38186400,11,Wet,7
S38186414,9,Wet,8
S38186435,8,Wet,13
S38186445,7,Wet,12
S38186457,12,Wet,13
S38186464,12,Wet,5
S38186472,11,Wet,4
S38186481,11,Wet,10
S38186487,11,Wet,11
S38186495,11,Wet,11
S38186497,10,Wet,11
S38186503,9,Wet,9
S38186509,8,Wet,10
S38186514,8,Wet,8
S38186521,7,Wet,11
S38186526,7,Wet,9
S38187254,8,Wet,6
S38198382,10,Wet,13
S38198385,9,Wet,11
S38198386,9,Wet,7
S38198509,7,Wet,17
S38198513,16,Wet,22
S38198514,16,Wet,10
S38198516,7,Wet,14
S38198697,7,Wet,15
S38198698,7,Wet,10
S38198701,8,Wet,8
S38198702,8,Wet,17
S38198743,7,Wet,3
S38198746,7,Wet,5
S38198748,7,Wet,3
S38198749,8,Wet,5
S38198757,8,Wet,3
S38198758,9,Wet,6
S38198759,9,Wet,3
S38198760,9,Wet,6
S38198765,7,Wet,11
S38198766,7,Wet,5
S38198768,7,Wet,2
S38198775,10,Wet,6
S38198776,9,Wet,6
S38198777,9,Wet,6
S38198778,10,Wet,5
S38199140,7,Wet,14
S38199141,7,Wet,16
S38199142,6,Wet,11
S38199143,6,Wet,8
S38199145,15,Wet,22
S38199147,16,Wet,21
S38199148,17,Wet,21
S38199149,7,Wet,13
S38199501,7,Wet,11
S38199502,8,Wet,10
S38199503,8,Wet,11
S38199504,10,Wet,15
S38199505,9,Wet,13
S38199506,9,Wet,8
S38203148,7,Wet,16
S38203625,17,Wet,16
S38203632,11,Wet,15
S38203633,11,Wet,17
S38203639,8,Wet,18
S38204121,8,Wet,8
S38213252,10,Wet,8
S38213253,7,Wet,11
S38213255,7,Wet,16
S38213257,7,Wet,9
S38213259,8,Wet,5
S38213262,8,Wet,6
S38213267,9,Wet,7
S38213268,9,Wet,7
S38213271,9,Wet,11
S38217627,6,Wet,7
S38217664,11,Wet,4
S38217667,7,Wet,6
S38217676,10,Wet,10
S38217681,8,Wet,12
S38217694,6,Wet,5
S38217695,15,Wet,10
S38217704,14,Wet,12
S38217716,14,Wet,11
S38217722,13,Wet,8
S38217727,12,Wet,9
S38217735,11,Wet,7
S38217742,10,Wet,10
S38217746,9,Wet,13
S38217758,16,Wet,7
S38217770,15,Wet,8
S38217789,14,Wet,9
S38217792,17,Wet,15
S38217798,14,Wet,7
S38217811,13,Wet,9
S38217843,12,Wet,10
S38217891,11,Wet,9
S38217896,10,Wet,10
S38217901,9,Wet,13
S38217904,8,Wet,9
S38217910,7,Wet,9
S38217922,7,Wet,8
S38228377,9,Wet,17
S38228379,10,Wet,15
S38228822,16,Wet,10
S38228823,17,Wet,13
S38228824,17,Wet,7
S38228825,17,Wet,17
S38228918,9,Wet,17
S38228919,9,Wet,12
S38228921,9,Wet,7
S38228922,9,Wet,12
S38228923,8,Wet,11
S38228924,8,Wet,11
S38228925,7,Wet,9
S38228926,7,Wet,10
S38228928,9,Wet,11
S38228930,8,Wet,16
S38228931,8,Wet,21
S38231947,8,Wet,12
S38231948,7,Wet,19
S38231949,7,Wet,10
S38231952,7,Wet,15
S38231953,6,Wet,13
S38231956,6,Wet,10
S38232456,17,Wet,25
S38232464,17,Wet,26
S38232475,17,Wet,22
S38232481,17,Wet,32
S38232487,16,Wet,29
S38232493,16,Wet,31
S38232501,16,Wet,27
S38232509,15,Wet,30
S38232521,9,Wet,8
S38232543,16,Wet,7
S38232553,15,Wet,6
S38232562,15,Wet,4
S38232568,14,Wet,8
S38232584,13,Wet,7
S38232589,12,Wet,9
S38232600,11,Wet,8
S38232606,10,Wet,6
S38232611,9,Wet,9
S38232622,7,Wet,10
S38232625,8,Wet,12
S38232628,9,Wet,8
S38232631,7,Wet,15
S38232641,9,Wet,10
S38232652,8,Wet,13
S38232661,7,Wet,19
S38232667,7,Wet,13
S38232687,8,Wet,8
S38232689,8,Wet,9
S38232691,8,Wet,11
S38232705,7,Wet,11
S38234116,8,Wet,7
S38234119,8,Wet,13
S38234128,11,Wet,3
S38235024,7,Wet,6
S38235459,16,Wet,8
S38235511,17,Wet,4
S38235577,8,Wet,11
S38235599,16,Wet,16
S38235679,17,Wet,13
S38235726,16,Wet,10
S38235749,16,Wet,11
S38235768,16,Wet,8
S38235791,16,Wet,13
S38235816,17,Wet,7
S38235837,17,Wet,6
S38235860,17,Wet,4
S38235882,17,Wet,16
S38247642,15,Wet,9
S38248160,15,Wet,6
S38248169,14,Wet,8
S38248176,14,Wet,6
S38248189,13,Wet,10
S38248200,11,Wet,11
S38248207,12,Wet,6
S38248260,7,Wet,16
S38248266,7,Wet,15
S38248291,15,Wet,3
S38248299,15,Wet,3
S38248349,7,Wet,7
S38248355,7,Wet,10
S38248379,14,Wet,7
S38248456,15,Wet,6
S38256212,6,Wet,14
S38256963,7,Wet,8
S38257142,8,Wet,7
S38257457,8,Wet,9
S38257901,9,Wet,9
S38258009,9,Wet,4
S38258087,6,Wet,16
S38258157,9,Wet,5
S38258278,8,Wet,7
S38260836,6,Wet,16
S38260837,6,Wet,11
S38262175,7,Wet,16
S38262177,7,Wet,10
S38262955,17,Wet,14
S38262963,16,Wet,15
S38262970,16,Wet,11
S38262980,16,Wet,17
S38262988,6,Wet,17
S38263007,6,Wet,11
S38263021,6,Wet,17
S38263043,6,Wet,17
S38263056,6,Wet,16
S38263065,12,Wet,13
S38263088,17,Wet,6
S38263123,16,Wet,10
S38263138,17,Wet,8
S38263150,16,Wet,14
S38263165,10,Wet,10
S38263179,8,Wet,17
S38272572,6,Wet,7
S38274489,17,Wet,5
S38274494,16,Wet,6
S38274497,15,Wet,10
S38274499,14,Wet,9
S38274500,9,Wet,14
S38274502,14,Wet,4
S38274505,12,Wet,5
S38274512,11,Wet,16
S38274516,11,Wet,5
S38274521,10,Wet,6
S38274526,9,Wet,7
S38274546,17,Wet,3
S38274548,16,Wet,11
S38274553,16,Wet,14
S38274558,8,Wet,14
S38274566,16,Wet,5
S38274568,17,Wet,10
S38274579,17,Wet,5
S38274586,15,Wet,9
S38274589,15,Wet,6
S38274594,15,Wet,6
S38274597,15,Wet,7
S38274603,11,Wet,4
S38274606,9,Wet,11
S38274608,9,Wet,9
S38275179,9,Wet,5
S38275181,9,Wet,6
S38275183,9,Wet,12
S38275186,9,Wet,5
S38275187,8,Wet,5
S38275188,8,Wet,8
S38275190,8,Wet,10
S38275191,7,Wet,5
S38276417,6,Wet,14
S38276419,8,Wet,11
S38276420,8,Wet,15
S38276421,7,Wet,10
S38280578,7,Wet,4
S38280581,17,Wet,3
S38280587,17,Wet,7
S38280595,14,Wet,15
S38280609,14,Wet,4
S38280623,15,Wet,4
S38280631,16,Wet,3
S38280639,16,Wet,3
S38280654,16,Wet,7
S38280798,7,Wet,8
S38280856,7,Wet,5
S38280886,8,Wet,3
S38280914,14,Wet,4
S38281026,9,Wet,6
S38281080,17,Wet,4
S38281837,17,Wet,8
S38281838,17,Wet,17
S38281840,16,Wet,11
S38281842,16,Wet,10
S38281956,8,Wet,12
S38281960,8,Wet,10
S38281962,7,Wet,14
S38281963,7,Wet,11
S38281964,6,Wet,14
S38282094,8,Wet,10
S38282117,7,Wet,13
S38282118,7,Wet,20
S38282123,7,Wet,16
S38282169,8,Wet,13
S38282252,8,Wet,9
S38282255,8,Wet,8
S38282256,9,Wet,11
S38282257,10,Wet,8
S38282285,9,Wet,6
S38282332,9,Wet,6
S38282412,17,Wet,6
S38282438,16,Wet,12
S38283585,15,Wet,15
S38283587,8,Wet,15
S38290594,17,Wet,5
S38290598,16,Wet,10
S38290609,15,Wet,12
S38290619,14,Wet,5
S38290631,14,Wet,7
S38290641,12,Wet,5
S38290649,11,Wet,12
S38290728,17,Wet,15
S38290747,17,Wet,19
S38290757,16,Wet,14
S38290763,16,Wet,14
S38290792,15,Wet,13
S38290812,15,Wet,10
S38290825,7,Wet,11
S38290838,8,Wet,9
S38290848,16,Wet,6
S38290866,16,Wet,9
S38294484,17,Wet,18
S38294516,16,Wet,17
S38294530,16,Wet,10
S38294579,16,Wet,7
S38294639,17,Wet,14
S38294938,7,Wet,5
S38294949,7,Wet,6
S38294961,8,Wet,14
S38294983,9,Wet,5
S38296133,6,Wet,20
S38297042,6,Wet,6
S38297050,6,Wet,10
S38297058,6,Wet,10
S38297062,7,Wet,8
S38297066,7,Wet,13
S38297069,7,Wet,18
S38297096,8,Wet,9
S38297102,8,Wet,9
S38297110,8,Wet,7
S38297116,9,Wet,6
S38297123,9,Wet,18
S38297142,12,Wet,10
S38297143,12,Wet,20
S38297148,12,Wet,8
S38297153,14,Wet,6
S38297157,15,Wet,11
S38297162,15,Wet,4
S38297164,15,Wet,12
S38297168,16,Wet,10
S38297175,16,Wet,6
S38297217,7,Wet,10
S38297227,7,Wet,10
S38297235,17,Wet,16
S38297242,17,Wet,14
S38297249,16,Wet,11
S38297257,7,Wet,12
S38297265,7,Wet,14
S38297838,10,Wet,4
S38298103,17,Wet,6
S38298130,8,Wet,4
S38298156,8,Wet,5
S38298277,15,Wet,16
S38298324,17,Wet,7
S38298326,17,Wet,5
S38298431,7,Wet,13
S38298433,8,Wet,14
S38298434,8,Wet,17
S38298629,14,Wet,18
S38298816,6,Wet,13
S38298823,6,Wet,9
S38298829,7,Wet,15
S38298839,8,Wet,18
S38298850,8,Wet,10
S38298860,9,Wet,25
S38298865,9,Wet,23
S38300472,8,Wet,10
S38300497,7,Wet,16
S38300523,7,Wet,16
S38300546,7,Wet,11
S38300748,7,Wet,16
S38300842,7,Wet,13
S38300880,7,Wet,12
S38310263,17,Wet,14
S38312226,8,Wet,9
S38312227,8,Wet,9
S38312231,7,Wet,6
S38312232,6,Wet,10
S38312233,8,Wet,15
S38312234,9,Wet,9
S38312235,10,Wet,11
S38312237,10,Wet,19
S38313154,6,Wet,13
S38313156,7,Wet,14
S38313158,9,Wet,21
S38313159,9,Wet,17
S38313160,7,Wet,14
S38313161,8,Wet,13
S38314394,6,Wet,11
S38314592,7,Wet,9
S38314599,6,Wet,14
S38314606,6,Wet,18
S38314613,6,Wet,15
S38314621,17,Wet,17
S38314630,8,Wet,7
S38314638,8,Wet,6
S38314648,16,Wet,12
S38314664,17,Wet,10
S38314669,17,Wet,8
S38314676,9,Wet,8
S38314679,8,Wet,9
S38314686,8,Wet,9
S38314693,8,Wet,10
S38314700,17,Wet,11
S38314705,16,Wet,4
S38314710,16,Wet,3
S38314715,17,Wet,3
S38314723,17,Wet,5
S38314750,7,Wet,15
S38315052,16,Wet,12
S38315068,17,Wet,18
S38315105,17,Wet,9
S38315116,18,Wet,16
S38316584,17,Wet,6
S38316587,16,Wet,15
S38316853,17,Wet,12
S38317526,7,Wet,16
S38317529,6,Wet,16
S38317532,7,Wet,15
S38317536,7,Wet,20
S38317538,8,Wet,9
S38322892,10,Wet,7
S38322926,9,Wet,5
S38322953,9,Wet,6
S38322975,8,Wet,14
S38322987,15,Wet,3
S38322991,9,Wet,15
S38325267,6,Wet,14
S38326617,17,Wet,18
S38326618,17,Wet,11
S38326741,8,Wet,14
S38326742,8,Wet,15
S38326743,10,Wet,13
S38326746,7,Wet,15
S38326747,7,Wet,17
S38326748,6,Wet,19
S38326749,6,Wet,25
S38326750,8,Wet,21
S38326751,8,Wet,14
S38326752,6,Wet,12
S38326754,10,Wet,13
S38326755,9,Wet,9
S38326756,9,Wet,14
S38326757,8,Wet,10
S38326758,8,Wet,19
S38326759,7,Wet,15
S38326761,7,Wet,14
S38326762,7,Wet,15
S38326764,18,Wet,12
S38326765,6,Wet,10
S38326894,6,Wet,18
S38327004,6,Wet,16
S38327289,7,Wet,15
S38327290,18,Wet,15
S38327298,7,Wet,9
S38329159,9,Wet,18
S38329215,9,Wet,15
S38329221,9,Wet,14
S38329231,8,Wet,15
S38329887,10,Wet,6
S38329889,10,Wet,6
S38329891,10,Wet,7
S38329893,9,Wet,7
S38329894,8,Wet,12
S38329895,7,Wet,8
S38329896,7,Wet,6
S38329898,7,Wet,7
S38329900,8,Wet,8
S38329901,8,Wet,5
S38329902,7,Wet,8
S38329903,7,Wet,9
S38330849,12,Wet,11
S38330859,8,Wet,6
S38330886,7,Wet,8
S38330895,7,Wet,21
S38330906,7,Wet,19
S38330911,7,Wet,22
S38330917,7,Wet,14
S38330921,9,Wet,14
S38331290,16,Wet,13
S38333378,15,Wet,6
S38333380,6,Wet,4
S38333381,6,Wet,5
S38333382,9,Wet,5
S38338457,16,Wet,10
S38338490,17,Wet,19
S38341635,6,Wet,11
S38341857,7,Wet,6
S38341878,7,Wet,4
S38342096,8,Wet,7
S38342109,8,Wet,8
S38342121,9,Wet,5
S38342136,8,Wet,10
S38342138,9,Wet,11
S38342147,10,Wet,3
S38342165,10,Wet,3
S38342205,7,Wet,11
S38342228,7,Wet,7
S38342267,7,Wet,10
S38342269,8,Wet,14
S38342270,8,Wet,8
S38342383,8,Wet,12
S38342401,9,Wet,7
S38344097,9,Wet,9
S38344136,9,Wet,6
S38344418,14,Wet,9
S38344424,13,Wet,8
S38344427,12,Wet,10
S38344432,11,Wet,9
S38344447,17,Wet,7
S38344450,16,Wet,6
S38344459,16,Wet,9
S38344462,7,Wet,5
S38344497,7,Wet,12
S38344506,6,Wet,13
S38344519,6,Wet,5
S38344527,6,Wet,8
S38344533,6,Wet,5
S38344538,11,Wet,4
S38344569,7,Wet,12
S38344653,16,Wet,7
S38344657,17,Wet,4
S38355342,7,Wet,18
S38355356,7,Wet,16
S38355360,7,Wet,11
S38355363,7,Wet,13
S38355474,6,Wet,22
S38356063,8,Wet,12
S38356065,8,Wet,9
S38356067,7,Wet,11
S38356068,7,Wet,4
S38356078,17,Wet,5
S38356082,16,Wet,12
S38356087,13,Wet,10
S38356090,10,Wet,12
S38356094,17,Wet,4
S38356097,16,Wet,6
S38356101,14,Wet,6
S38356103,12,Wet,9
S38356105,11,Wet,10
S38356106,11,Wet,4
S38356110,9,Wet,6
S38356112,8,Wet,14
S38356116,17,Wet,7
S38356121,13,Wet,11
S38356125,16,Wet,9
S38356128,6,Wet,17
S38356169,15,Wet,6
S38356178,8,Wet,17
S38356662,7,Wet,23
S38356663,8,Wet,17
S38358699,14,Wet,9
S38358705,7,Wet,8
S38358710,14,Wet,8
S38358718,9,Wet,9
S38358723,8,Wet,7
S38358727,17,Wet,12
S38358731,8,Wet,10
S38358736,8,Wet,10
S38358740,8,Wet,12
S38358823,17,Wet,8
S38369430,16,Wet,20
S38369435,8,Wet,12
S38369452,9,Wet,11
S38369453,16,Wet,8
S38369678,17,Wet,6
S38369770,16,Wet,7
S38369774,16,Wet,14
S38369776,16,Wet,9
S38373859,11,Wet,5
S38373861,10,Wet,8
S38373869,9,Wet,3
S38373879,9,Wet,4
S38373902,12,Wet,15
S38373905,11,Wet,5
S38373923,10,Wet,13
S38373928,9,Wet,11
S38373942,8,Wet,14
S38373948,7,Wet,10
S38373973,16,Wet,5
S38373982,16,Wet,5
S38373989,17,Wet,9
S38374006,17,Wet,4
S38374017,14,Wet,4
S38387316,6,Wet,11
S38387317,7,Wet,9
S38387320,7,Wet,9
S38387322,7,Wet,8
S38389096,8,Wet,13
S38389118,8,Wet,7
S38389149,9,Wet,8
S38389169,9,Wet,8
S38389250,7,Wet,9
S38389273,7,Wet,15
S38389301,7,Wet,13
S38389328,7,Wet,11
S38389459,16,Wet,12
S38389484,16,Wet,16
S38389501,16,Wet,11
S38389534,17,Wet,13
S38389582,9,Wet,8
S38389586,9,Wet,4
S38389595,9,Wet,9
S38389600,8,Wet,6
S38389602,9,Wet,8
S38389605,9,Wet,5
S38389610,9,Wet,10
S38389612,9,Wet,3
S38389755,7,Wet,5
S38389761,8,Wet,7
S38389777,8,Wet,6
S38389794,9,Wet,5
S38389811,9,Wet,7
S38389815,17,Wet,6
S38389820,16,Wet,8
S38389827,15,Wet,9
S38389835,12,Wet,7
S38389844,11,Wet,7
S38389863,10,Wet,6
S38389869,10,Wet,6
S38389875,9,Wet,10
S38389913,8,Wet,9
S38389918,7,Wet,8
S38389931,16,Wet,7
S38389957,8,Wet,6
S38389967,9,Wet,11
S38389977,17,Wet,11
S38389999,10,Wet,7
S38390005,10,Wet,7
S38390010,17,Wet,14
S38390011,11,Wet,4
S38390017,12,Wet,12
S38390031,16,Wet,8
S38390033,17,Wet,9
S38390036,6,Wet,16
S38390051,15,Wet,14
S38390056,15,Wet,9
S38390058,15,Wet,8
S38390060,15,Wet,9
S38390066,16,Wet,20
S38390068,7,Wet,16
S38390070,7,Wet,15
S38390072,7,Wet,10
S38390136,8,Wet,11
S38390335,8,Wet,8
S38390354,9,Wet,15
S38390391,9,Wet,12
S38390458,16,Wet,15
S38390485,17,Wet,12
S38390512,6,Wet,19
S38390567,16,Wet,10
S38390641,9,Wet,14
S38393451,9,Wet,10
S38393535,16,Wet,17
S38393580,6,Wet,14
S38405009,9,Wet,14
S38406743,8,Wet,11
S38406744,8,Wet,10
S38406748,7,Wet,13
S38406762,9,Wet,8
S38406763,8,Wet,10
S38406769,7,Wet,15
S38406770,6,Wet,16
S38406774,6,Wet,13
S38406777,7,Wet,16
S38410120,6,Wet,11
S38410151,6,Wet,24
S38410171,6,Wet,6
S38410201,6,Wet,8
S38410294,7,Wet,12
S38410329,7,Wet,8
S38410387,8,Wet,3
S38410416,8,Wet,8
S38410648,6,Wet,14
S38410672,6,Wet,21
S38410719,7,Wet,14
S38410772,7,Wet,16
S38412041,6,Wet,12
S38412077,6,Wet,6
S38412112,6,Wet,16
S38412149,6,Wet,9
S38412249,7,Wet,8
S38412277,7,Wet,5
S38412299,7,Wet,8
S38412319,7,Wet,8
S38412370,8,Wet,14
S38412394,8,Wet,5
S38412412,8,Wet,9
S38412467,8,Wet,10
S38421593,16,Wet,21
S38421597,16,Wet,15
S38422541,17,Wet,6
S38422543,12,Wet,8
S38422544,16,Wet,5
S38422545,16,Wet,8
S38422546,16,Wet,9
S38422547,15,Wet,6
S38422549,14,Wet,7
S38422550,13,Wet,15
S38422551,13,Wet,9
S38422552,13,Wet,6
S38422881,7,Wet,12
S38422884,8,Wet,11
S38422885,8,Wet,8
S38422887,8,Wet,7
S38422893,9,Wet,8
S38422903,9,Wet,7
S38422920,9,Wet,7
S38423061,10,Wet,6
S38423115,8,Wet,11
S38423118,8,Wet,7
S38423120,8,Wet,18
S38423121,8,Wet,6
S38423133,7,Wet,16
S38423141,7,Wet,20
S38423142,7,Wet,11
S38423145,7,Wet,13
S38423231,17,Wet,8
S38423232,16,Wet,7
S38423238,7,Wet,12
S38423239,7,Wet,13
S38423241,6,Wet,9
S38423242,6,Wet,8
S38425556,8,Wet,13
S38425557,7,Wet,10
S38425566,7,Wet,12
S38425574,17,Wet,13
S38426568,16,Wet,6
S38426574,16,Wet,9
S38426585,16,Wet,7
S38426592,15,Wet,4
S38426598,16,Wet,20
S38426605,15,Wet,16
S38426610,16,Wet,10
S38426617,16,Wet,7
S38426622,17,Wet,6
S38436883,7,Wet,14
S38436886,16,Wet,19
S38436891,7,Wet,15
S38436895,8,Wet,15
S38437576,9,Wet,10
S38437577,9,Wet,13
S38437578,8,Wet,14
S38437579,8,Wet,11
S38437580,7,Wet,8
S38437581,7,Wet,22
S38437689,7,Wet,8
S38437691,7,Wet,9
S38437735,7,Wet,15
S38438912,7,Wet,14
S38440829,7,Wet,10
S38440831,8,Wet,12
S38440834,8,Wet,12
S38440857,6,Wet,21
S38440859,6,Wet,19
S38440871,16,Wet,7
S38440872,16,Wet,8
S38440874,16,Wet,17
S38440876,17,Wet,14
S38441672,9,Wet,12
S38441687,7,Wet,10
S38441721,17,Wet,6
S38444928,16,Wet,7
S38444978,17,Wet,10
S38444979,16,Wet,7
S38444980,17,Wet,7
S38445369,17,Wet,12
S38445370,7,Wet,12
S38445377,6,Wet,15
S38445379,6,Wet,14
S38445539,17,Wet,11
S38452452,17,Wet,7
S38452470,6,Wet,11
S38452472,18,Wet,10
S38452659,7,Wet,15
S38454773,7,Wet,17
S38454781,7,Wet,15
S38454783,16,Wet,17
S38454784,16,Wet,10
S38454788,7,Wet,13
S38455017,7,Wet,14
S38455018,6,Wet,20
S38456335,6,Wet,15
S38457032,15,Wet,10
S38457037,15,Wet,13
S38457042,9,Wet,7
S38458393,18,Wet,9
S38458412,17,Wet,8
S38459190,8,Wet,6
S38459210,7,Wet,6
S38462783,18,Wet,9
S38468008,7,Wet,11
S38468141,6,Wet,14
S38470496,17,Wet,8
S38470501,16,Wet,8
S38470507,15,Wet,5
S38470514,12,Wet,10
S38470521,11,Wet,5
S38470540,10,Wet,10
S38470549,9,Wet,10
S38470560,8,Wet,4
S38470576,9,Wet,12
S38480564,6,Wet,1
S38480777,7,Wet,4
S38480953,7,Wet,2
S38481186,7,Wet,3
S38482109,6,Wet,6
S38482120,7,Wet,7
S38482139,7,Wet,11
S38482146,7,Wet,13
S38483048,7,Wet,16
S38483051,7,Wet,15
S38483053,6,Wet,16
S38483054,8,Wet,16
S38483057,9,Wet,12
S38483062,8,Wet,14
S38483063,8,Wet,14
S38483071,7,Wet,13
S38483072,7,Wet,13
S38483073,7,Wet,16
S38483080,18,Wet,7
S38483081,18,Wet,10
S38483082,17,Wet,6
S38483083,18,Wet,10
S38483095,6,Wet,14
S38483096,7,Wet,13
S38484633,17,Wet,8
S38484664,7,Wet,14
S38484668,7,Wet,10
S38484697,6,Wet,17
S38484699,6,Wet,19
S38484709,7,Wet,19
S38484710,7,Wet,22
S38487054,17,Wet,7
S38487062,17,Wet,6
S38489546,8,Wet,15
S38489558,9,Wet,15
S38489584,9,Wet,12
S38490092,9,Wet,9
S38490206,8,Wet,14
S38490227,8,Wet,16
S38490252,9,Wet,13
S38490280,9,Wet,12
S38490342,7,Wet,14
S38490363,7,Wet,20
S38490398,7,Wet,16
S38490556,16,Wet,13
S38490563,16,Wet,9
S38490573,16,Wet,7
S38490574,15,Wet,13
S38490692,9,Wet,15
S38490693,9,Wet,9
S38490695,9,Wet,12
S38490698,9,Wet,11
S38490759,17,Wet,13
S38490778,17,Wet,9
S38490798,17,Wet,9
S38490833,17,Wet,10
S38501407,10,Wet,11
S38501480,11,Wet,4
S38503629,9,Wet,14
S38503631,9,Wet,11
S38503636,10,Wet,11
S38505527,10,Wet,9
S38505724,10,Wet,11
S38505734,10,Wet,18
S38505781,9,Wet,5
S38505786,9,Wet,16
S38505791,8,Wet,15
S38506050,6,Wet,7
S38506079,6,Wet,18
S38506099,7,Wet,24
S38506121,7,Wet,17
S38506483,17,Wet,15
S38506485,17,Wet,13
S38506487,7,Wet,16
S38506488,7,Wet,14
S38506670,16,Wet,8
S38506953,17,Wet,11
S38506963,17,Wet,8
S38506986,17,Wet,6
S38507107,17,Wet,8
S38507132,17,Wet,21
S38507150,17,Wet,19
S38507170,17,Wet,11
S38507365,8,Wet,15
S38507425,9,Wet,10
S38507442,16,Wet,10
S38507456,16,Wet,15
S38508041,9,Wet,8
S38508078,9,Wet,7
S38508121,9,Wet,5
S38508148,8,Wet,11
S38508176,8,Wet,20
S38508181,8,Wet,13
S38508183,7,Wet,15
S38508186,7,Wet,14
S38508188,6,Wet,16
S38508189,9,Wet,15
S38516689,15,Wet,9
S38516706,15,Wet,11
S38516716,9,Wet,8
S38516721,9,Wet,6
S38516739,7,Wet,11
S38516746,7,Wet,12
S38516758,6,Wet,5
S38516762,6,Wet,7
S38516780,9,Wet,15
S38516786,9,Wet,14
S38516794,9,Wet,11
S38516801,9,Wet,11
S38516805,8,Wet,7
S38516814,8,Wet,9
S38516821,7,Wet,8
S38516829,7,Wet,8
S38516837,7,Wet,8
S38516840,7,Wet,12
S38516855,6,Wet,7
S38516869,6,Wet,5
S38516878,6,Wet,4
S38516894,6,Wet,5
S38518132,7,Wet,17
S38519665,9,Wet,14
S38519666,8,Wet,11
S38519667,16,Wet,19
S38519669,16,Wet,15
S38519772,9,Wet,7
S38520619,10,Wet,10
S38520622,10,Wet,6
S38520623,10,Wet,2
S38520624,10,Wet,7
S38521335,15,Wet,7
S38521508,15,Wet,7
S38521564,16,Wet,5
S38521628,16,Wet,5
S38521723,16,Wet,8
S38525440,10,Wet,13
S38525443,10,Wet,9
S38525446,10,Wet,14
S38525449,10,Wet,14
S38526065,7,Wet,9
S38526237,7,Wet,11
S38526238,8,Wet,9
S38526477,8,Wet,16
S38526481,9,Wet,7
S38526483,9,Wet,8
S38526498,7,Wet,5
S38526561,7,Wet,7
S38536406,11,Wet,11
S38536420,12,Wet,8
S38536430,10,Wet,7
S38536434,8,Wet,9
S38536435,7,Wet,7
S38537298,7,Wet,10
S38537300,8,Wet,16
S38537367,12,Wet,5
S38537368,12,Wet,8
S38537370,13,Wet,17
S38537371,13,Wet,6
S38537386,8,Wet,6
S38537389,9,Wet,7
S38537391,9,Wet,9
S38537393,17,Wet,10
S38537394,17,Wet,11
S38537661,8,Wet,13
S38537664,9,Wet,9
S38537678,13,Wet,3
S38537680,14,Wet,6
S38537785,14,Wet,7
S38537798,14,Wet,8
S38537836,9,Wet,6
S38537856,9,Wet,7
S38537876,9,Wet,7
S38537890,9,Wet,5
S38537943,6,Wet,14
S38537944,6,Wet,21
S38537945,7,Wet,19
S38537946,7,Wet,16
S38538450,9,Wet,14
S38538451,9,Wet,13
S38538963,7,Wet,19
S38538964,7,Wet,21
S38538966,7,Wet,19
S38538967,7,Wet,20
S38538975,6,Wet,17
S38538976,6,Wet,20
S38538977,7,Wet,15
S38538978,8,Wet,14
S38538984,15,Wet,6
S38538985,15,Wet,8
S38538987,15,Wet,9
S38538988,16,Wet,7
S38538995,8,Wet,14
S38539228,7,Wet,26
S38539229,8,Wet,24
S38539230,8,Wet,18
S38539233,9,Wet,14
S38543529,6,Wet,16
S38549127,15,Wet,8
S38549128,17,Wet,10
S38549129,15,Wet,12
S38551438,9,Wet,7
S38551459,9,Wet,4
S38551467,10,Wet,14
S38551492,8,Wet,12
S38551494,8,Wet,11
S38551509,16,Wet,17
S38551521,16,Wet,14
S38553928,8,Wet,9
S38553930,9,Wet,12
S38553933,9,Wet,8
S38553935,7,Wet,12
S38553936,7,Wet,13
S38553937,7,Wet,11
S38553938,8,Wet,11
S38553941,17,Wet,13
S38554435,9,Wet,12
S38554700,8,Wet,7
S38555073,6,Wet,23
S38555075,7,Wet,13
S38556001,18,Wet,10
S38556003,17,Wet,8
S38556007,6,Wet,7
S38557398,8,Wet,8
S38557399,8,Wet,14
S38557401,9,Wet,14
S38557403,9,Wet,17
S38557407,9,Wet,10
S38557408,10,Wet,15
S38557426,8,Wet,12
S38557428,9,Wet,12
S38557431,9,Wet,12
S38557434,9,Wet,17
S38557437,8,Wet,16
S38557438,7,Wet,9
S38557440,7,Wet,15
S38557441,15,Wet,28
S38557442,16,Wet,23
S38557445,8,Wet,20
S38557448,7,Wet,6
S38557493,9,Wet,11
S38557494,9,Wet,12
S38557495,9,Wet,9
S38557499,9,Wet,9
S38557502,8,Wet,21
S38557504,8,Wet,19
S38557505,7,Wet,12
S38557506,7,Wet,19
S38557508,7,Wet,18
S38557510,6,Wet,13
S38557512,6,Wet,12
S38557686,9,Wet,12
S38557688,9,Wet,11
S38557740,9,Wet,9
S38557741,9,Wet,13
S38557784,15,Wet,5
S38557785,15,Wet,7
S38557786,17,Wet,6
S38557826,15,Wet,8
S38557829,15,Wet,12
S38568320,17,Wet,8
S38568334,6,Wet,16
S38569700,7,Wet,21
