OLD.STATE,OLD.COUNTY,OLD.STATE.CODE,OLD.COUNTY.CODE,NEW.STATE,NEW.COUNTY,NEW.STATE.CODE,NEW.COUNTY.CODE
Madhya Pradesh,Dewas,IN-MP,IN-MP-DE,Madhya Pradesh,Dewas,IN-MP,IN-MP-DE
Madhya Pradesh,Anuppur,IN-MP,IN-MP-AN,Madhya Pradesh,Anuppur,IN-MP,IN-MP-AN
Madhya Pradesh,Jhabua,IN-MP,IN-MP-JH,Madhya Pradesh,Jhabua,IN-MP,IN-MP-JH
Madhya Pradesh,Dindori,IN-MP,IN-MP-DI,Madhya Pradesh,Dindori,IN-MP,IN-MP-DI
Madhya Pradesh,Narsimhapur,IN-MP,IN-MP-NA,Madhya Pradesh,Narsimhapur,IN-MP,IN-MP-NA
Madhya Pradesh,Dhar,IN-MP,IN-MP-DH,Madhya Pradesh,Dhar,IN-MP,IN-MP-DH
Madhya Pradesh,Indore,IN-MP,IN-MP-IN,Madhya Pradesh,Indore,IN-MP,IN-MP-IN
Madhya Pradesh,Mandla,IN-MP,IN-MP-ML,Madhya Pradesh,Mandla,IN-MP,IN-MP-ML
Madhya Pradesh,Hoshangabad,IN-MP,IN-MP-HO,Madhya Pradesh,Hoshangabad,IN-MP,IN-MP-HO
Madhya Pradesh,Seoni,IN-MP,IN-MP-SO,Madhya Pradesh,Seoni,IN-MP,IN-MP-SO
Madhya Pradesh,Alirajpur,IN-MP,IN-MP-AL,Madhya Pradesh,Alirajpur,IN-MP,IN-MP-AL
Madhya Pradesh,Chhindwara,IN-MP,IN-MP-CN,Madhya Pradesh,Chhindwara,IN-MP,IN-MP-CN
Madhya Pradesh,Harda,IN-MP,IN-MP-HA,Madhya Pradesh,Harda,IN-MP,IN-MP-HA
Madhya Pradesh,West Nimar,IN-MP,IN-MP-WN,Madhya Pradesh,West Nimar,IN-MP,IN-MP-WN
Madhya Pradesh,East Nimar,IN-MP,IN-MP-EN,Madhya Pradesh,East Nimar,IN-MP,IN-MP-EN
Madhya Pradesh,Balaghat,IN-MP,IN-MP-BL,Madhya Pradesh,Balaghat,IN-MP,IN-MP-BL
Madhya Pradesh,Barwani,IN-MP,IN-MP-BR,Madhya Pradesh,Barwani,IN-MP,IN-MP-BR
NA,NA,NA,NA,Madhya Pradesh,Agar Malwa,IN-MP,NA
Madhya Pradesh,Datia,IN-MP,IN-MP-DT,Madhya Pradesh,Datia,IN-MP,IN-MP-DT
Madhya Pradesh,Chhatarpur,IN-MP,IN-MP-CT,Madhya Pradesh,Chhatarpur,IN-MP,IN-MP-CT
Madhya Pradesh,Panna,IN-MP,IN-MP-PA,Madhya Pradesh,Panna,IN-MP,IN-MP-PA
Madhya Pradesh,Betul,IN-MP,IN-MP-BE,Madhya Pradesh,Betul,IN-MP,IN-MP-BE
NA,NA,NA,NA,Madhya Pradesh,Niwari,IN-MP,NA
Gujarat,Valsad,IN-GJ,IN-GJ-VL,Gujarat,Valsad,IN-GJ,IN-GJ-VL
Gujarat,Amreli,IN-GJ,IN-GJ-AM,Gujarat,Amreli,IN-GJ,IN-GJ-AM
Gujarat,The Dangs,IN-GJ,IN-GJ-DG,Gujarat,The Dangs,IN-GJ,IN-GJ-DG
Gujarat,Banas Kantha,IN-GJ,IN-GJ-BK,Gujarat,Banas Kantha,IN-GJ,IN-GJ-BK
Gujarat,Patan,IN-GJ,IN-GJ-PA,Gujarat,Patan,IN-GJ,IN-GJ-PA
Gujarat,Mahesana,IN-GJ,IN-GJ-MA,Gujarat,Mahesana,IN-GJ,IN-GJ-MA
Gujarat,Gandhinagar,IN-GJ,IN-GJ-GA,Gujarat,Gandhinagar,IN-GJ,IN-GJ-GA
Gujarat,Ahmadabad,IN-GJ,IN-GJ-AH,Gujarat,Ahmadabad,IN-GJ,IN-GJ-AH
Gujarat,Panch Mahals,IN-GJ,IN-GJ-PM,Gujarat,Panch Mahals,IN-GJ,IN-GJ-PM
Gujarat,Dohad,IN-GJ,IN-GJ-DA,Gujarat,Dohad,IN-GJ,IN-GJ-DA
Gujarat,Vadodara,IN-GJ,IN-GJ-VD,Gujarat,Vadodara,IN-GJ,IN-GJ-VD
Gujarat,Bharuch,IN-GJ,IN-GJ-BR,Gujarat,Bharuch,IN-GJ,IN-GJ-BR
Gujarat,Porbandar,IN-GJ,IN-GJ-PO,Gujarat,Porbandar,IN-GJ,IN-GJ-PO
Gujarat,Narmada,IN-GJ,IN-GJ-NR,Gujarat,Narmada,IN-GJ,IN-GJ-NR
Gujarat,Surat,IN-GJ,IN-GJ-ST,Gujarat,Surat,IN-GJ,IN-GJ-ST
Gujarat,Tapi,IN-GJ,IN-GJ-TA,Gujarat,Tapi,IN-GJ,IN-GJ-TA
NA,NA,NA,NA,Gujarat,Aravalli,IN-GJ,NA
NA,NA,NA,NA,Gujarat,Botad,IN-GJ,NA
NA,NA,NA,NA,Gujarat,Chota Udaipur,IN-GJ,NA
NA,NA,NA,NA,Gujarat,Mahisagar,IN-GJ,NA
NA,NA,NA,NA,Gujarat,Gir Somnath,IN-GJ,NA
Gujarat,Sabar Kantha,IN-GJ,IN-GJ-SK,Gujarat,Sabar Kantha,IN-GJ,IN-GJ-SK
Gujarat,Kachchh,IN-GJ,IN-GJ-KA,Gujarat,Kachchh,IN-GJ,IN-GJ-KA
Gujarat,Surendranagar,IN-GJ,IN-GJ-SN,Gujarat,Surendranagar,IN-GJ,IN-GJ-SN
Gujarat,Rajkot,IN-GJ,IN-GJ-RA,Gujarat,Rajkot,IN-GJ,IN-GJ-RA
Gujarat,Kheda,IN-GJ,IN-GJ-KH,Gujarat,Kheda,IN-GJ,IN-GJ-KH
Gujarat,Anand,IN-GJ,IN-GJ-AN,Gujarat,Anand,IN-GJ,IN-GJ-AN
Gujarat,Bhavnagar,IN-GJ,IN-GJ-BV,Gujarat,Bhavnagar,IN-GJ,IN-GJ-BV
Gujarat,Junagadh,IN-GJ,IN-GJ-JU,Gujarat,Junagadh,IN-GJ,IN-GJ-JU
Gujarat,Jamnagar,IN-GJ,IN-GJ-JA,Gujarat,Jamnagar,IN-GJ,IN-GJ-JA
NA,NA,NA,NA,Gujarat,Devbhumi Dwarka,IN-GJ,NA
NA,NA,NA,NA,Gujarat,Morbi,IN-GJ,NA
Gujarat,Navsari,IN-GJ,IN-GJ-NV,Gujarat,Navsari,IN-GJ,IN-GJ-NV
Daman & Diu,Daman,IN-DD,IN-DD-DA,Daman & Diu,Daman,IN-DD,IN-DD-DA
Daman & Diu,Diu,IN-DD,IN-DD-DI,Daman & Diu,Diu,IN-DD,IN-DD-DI
Dadra & Nagar Haveli,Dadra and Nagar Haveli,IN-DN,IN-DN-DN,Dadra & Nagar Haveli,Dadra & Nagar Haveli,IN-DN,IN-DN-DN
Maharashtra,Gondiya,IN-MH,IN-MH-GO,Maharashtra,Gondiya,IN-MH,IN-MH-GO
Maharashtra,Bhandara,IN-MH,IN-MH-BH,Maharashtra,Bhandara,IN-MH,IN-MH-BH
Maharashtra,Jalgaon,IN-MH,IN-MH-JG,Maharashtra,Jalgaon,IN-MH,IN-MH-JG
Maharashtra,Wardha,IN-MH,IN-MH-WR,Maharashtra,Wardha,IN-MH,IN-MH-WR
Maharashtra,Buldana,IN-MH,IN-MH-BU,Maharashtra,Buldana,IN-MH,IN-MH-BU
Maharashtra,Akola,IN-MH,IN-MH-AK,Maharashtra,Akola,IN-MH,IN-MH-AK
Maharashtra,Nashik,IN-MH,IN-MH-NS,Maharashtra,Nashik,IN-MH,IN-MH-NS
Maharashtra,Garhchiroli,IN-MH,IN-MH-GA,Maharashtra,Gadchiroli,IN-MH,IN-MH-GA
Maharashtra,Washim,IN-MH,IN-MH-WS,Maharashtra,Washim,IN-MH,IN-MH-WS
Maharashtra,Chandrapur,IN-MH,IN-MH-CH,Maharashtra,Chandrapur,IN-MH,IN-MH-CH
Maharashtra,Yavatmal,IN-MH,IN-MH-YA,Maharashtra,Yavatmal,IN-MH,IN-MH-YA
Maharashtra,Jalna,IN-MH,IN-MH-JN,Maharashtra,Jalna,IN-MH,IN-MH-JN
Maharashtra,Ahmadnagar,IN-MH,IN-MH-AH,Maharashtra,Ahmadnagar,IN-MH,IN-MH-AH
Maharashtra,Hingoli,IN-MH,IN-MH-HI,Maharashtra,Hingoli,IN-MH,IN-MH-HI
Maharashtra,Nanded,IN-MH,IN-MH-ND,Maharashtra,Nanded,IN-MH,IN-MH-ND
Maharashtra,Parbhani,IN-MH,IN-MH-PA,Maharashtra,Parbhani,IN-MH,IN-MH-PA
Maharashtra,Pune,IN-MH,IN-MH-PU,Maharashtra,Pune,IN-MH,IN-MH-PU
Maharashtra,Bid,IN-MH,IN-MH-BI,Maharashtra,Bid,IN-MH,IN-MH-BI
Maharashtra,Mumbai,IN-MH,IN-MH-MC,Maharashtra,Mumbai,IN-MH,IN-MH-MC
Maharashtra,Latur,IN-MH,IN-MH-LA,Maharashtra,Latur,IN-MH,IN-MH-LA
Maharashtra,Osmanabad,IN-MH,IN-MH-OS,Maharashtra,Osmanabad,IN-MH,IN-MH-OS
Maharashtra,Solapur,IN-MH,IN-MH-SO,Maharashtra,Solapur,IN-MH,IN-MH-SO
Maharashtra,Satara,IN-MH,IN-MH-ST,Maharashtra,Satara,IN-MH,IN-MH-ST
Maharashtra,Ratnagiri,IN-MH,IN-MH-RT,Maharashtra,Ratnagiri,IN-MH,IN-MH-RT
Maharashtra,Sangli,IN-MH,IN-MH-SN,Maharashtra,Sangli,IN-MH,IN-MH-SN
Maharashtra,Kolhapur,IN-MH,IN-MH-KO,Maharashtra,Kolhapur,IN-MH,IN-MH-KO
Maharashtra,Sindhudurg,IN-MH,IN-MH-SI,Maharashtra,Sindhudurg,IN-MH,IN-MH-SI
Maharashtra,Thane,IN-MH,IN-MH-TH,Maharashtra,Thane,IN-MH,IN-MH-TH
NA,NA,NA,NA,Maharashtra,Palghar,IN-MH,NA
Maharashtra,Nandurbar,IN-MH,IN-MH-NB,Maharashtra,Nandurbar,IN-MH,IN-MH-NB
Maharashtra,Amravati,IN-MH,IN-MH-AM,Maharashtra,Amravati,IN-MH,IN-MH-AM
Maharashtra,Dhule,IN-MH,IN-MH-DH,Maharashtra,Dhule,IN-MH,IN-MH-DH
Maharashtra,Nagpur,IN-MH,IN-MH-NG,Maharashtra,Nagpur,IN-MH,IN-MH-NG
Maharashtra,Aurangabad,IN-MH,IN-MH-AU,Maharashtra,Aurangabad,IN-MH,IN-MH-AU
Maharashtra,Raigarh,IN-MH,IN-MH-RG,Maharashtra,Raigarh,IN-MH,IN-MH-RG
Maharashtra,Mumbai Suburban,IN-MH,IN-MH-MS,Maharashtra,Mumbai Suburban,IN-MH,IN-MH-MS
Andhra Pradesh,Srikakulam,IN-AP,IN-AP-SR,Andhra Pradesh,Srikakulam,IN-AP,IN-AP-SR
Andhra Pradesh,Vizianagaram,IN-AP,IN-AP-VZ,Andhra Pradesh,Vizianagaram,IN-AP,IN-AP-VZ
Andhra Pradesh,Visakhapatnam,IN-AP,IN-AP-VS,Andhra Pradesh,Visakhapatnam,IN-AP,IN-AP-VS
Andhra Pradesh,Krishna,IN-AP,IN-AP-KR,Andhra Pradesh,Krishna,IN-AP,IN-AP-KR
Andhra Pradesh,Guntur,IN-AP,IN-AP-GU,Andhra Pradesh,Guntur,IN-AP,IN-AP-GU
Andhra Pradesh,East Godavari,IN-AP,IN-AP-EG,Andhra Pradesh,East Godavari,IN-AP,IN-AP-EG
Andhra Pradesh,Prakasam,IN-AP,IN-AP-PR,Andhra Pradesh,Prakasam,IN-AP,IN-AP-PR
Andhra Pradesh,Kurnool,IN-AP,IN-AP-KU,Andhra Pradesh,Kurnool,IN-AP,IN-AP-KU
Andhra Pradesh,Anantapur,IN-AP,IN-AP-AN,Andhra Pradesh,Anantapur,IN-AP,IN-AP-AN
Andhra Pradesh,Sri Potti Sriramulu Nellore,IN-AP,IN-AP-NE,Andhra Pradesh,Sri Potti Sriramulu Nellore,IN-AP,IN-AP-NE
Andhra Pradesh,West Godavari,IN-AP,IN-AP-WG,Andhra Pradesh,West Godavari,IN-AP,IN-AP-WG
Andhra Pradesh,Kadapa,IN-AP,IN-AP-CU,Andhra Pradesh,Y.S.R.,IN-AP,IN-AP-CU
Andhra Pradesh,Chittoor,IN-AP,IN-AP-CH,Andhra Pradesh,Chittoor,IN-AP,IN-AP-CH
Karnataka,Bidar,IN-KA,IN-KA-BD,Karnataka,Bidar,IN-KA,IN-KA-BD
Karnataka,Gulbarga,IN-KA,IN-KA-GU,Karnataka,Kalaburagi,IN-KA,IN-KA-GU
Karnataka,Belgaum,IN-KA,IN-KA-BG,Karnataka,Belagavi,IN-KA,IN-KA-BG
Karnataka,Yadgir,IN-KA,IN-KA-YD,Karnataka,Yadgir,IN-KA,IN-KA-YD
Karnataka,Bagalkot,IN-KA,IN-KA-BK,Karnataka,Bagalkote,IN-KA,IN-KA-BK
Karnataka,Raichur,IN-KA,IN-KA-RA,Karnataka,Raichur,IN-KA,IN-KA-RA
Karnataka,Koppal,IN-KA,IN-KA-KP,Karnataka,Koppal,IN-KA,IN-KA-KP
Karnataka,Gadag,IN-KA,IN-KA-GA,Karnataka,Gadag,IN-KA,IN-KA-GA
Karnataka,Bellary,IN-KA,IN-KA-BL,Karnataka,Ballari,IN-KA,IN-KA-BL
Karnataka,Dharwad,IN-KA,IN-KA-DH,Karnataka,Dharwad,IN-KA,IN-KA-DH
Karnataka,Uttara Kannada,IN-KA,IN-KA-UK,Karnataka,Uttara Kannada,IN-KA,IN-KA-UK
Karnataka,Haveri,IN-KA,IN-KA-HV,Karnataka,Haveri,IN-KA,IN-KA-HV
Karnataka,Chitradurga,IN-KA,IN-KA-CT,Karnataka,Chitradurga,IN-KA,IN-KA-CT
Karnataka,Davanagere,IN-KA,IN-KA-DA,Karnataka,Davanagere,IN-KA,IN-KA-DA
Karnataka,Shimoga,IN-KA,IN-KA-SH,Karnataka,Shivamogga,IN-KA,IN-KA-SH
Karnataka,Udupi,IN-KA,IN-KA-UD,Karnataka,Udupi,IN-KA,IN-KA-UD
Karnataka,Chikmagalur,IN-KA,IN-KA-CK,Karnataka,Chikkamagaluru,IN-KA,IN-KA-CK
Karnataka,Chikkaballapura,IN-KA,IN-KA-CH,Karnataka,Chikkaballapura,IN-KA,IN-KA-CH
Karnataka,Hassan,IN-KA,IN-KA-HS,Karnataka,Hassan,IN-KA,IN-KA-HS
Karnataka,Kolar,IN-KA,IN-KA-KL,Karnataka,Kolar,IN-KA,IN-KA-KL
Karnataka,Bangalore Rural,IN-KA,IN-KA-BR,Karnataka,Bengaluru Rural,IN-KA,IN-KA-BR
Karnataka,Dakshina Kannada,IN-KA,IN-KA-DK,Karnataka,Dakshina Kannada,IN-KA,IN-KA-DK
Karnataka,Bangalore,IN-KA,IN-KA-BN,Karnataka,Bangalore,IN-KA,IN-KA-BN
Karnataka,Kodagu,IN-KA,IN-KA-KD,Karnataka,Kodagu,IN-KA,IN-KA-KD
Karnataka,Chamrajnagar,IN-KA,IN-KA-CJ,Karnataka,Chamarajanagara,IN-KA,IN-KA-CJ
Karnataka,Tumkur,IN-KA,IN-KA-TU,Karnataka,Tumakuru,IN-KA,IN-KA-TU
Karnataka,Ramanagara,IN-KA,IN-KA-RM,Karnataka,Ramanagara,IN-KA,IN-KA-RM
Karnataka,Mandya,IN-KA,IN-KA-MA,Karnataka,Mandya,IN-KA,IN-KA-MA
Karnataka,Mysore,IN-KA,IN-KA-MY,Karnataka,Mysuru,IN-KA,IN-KA-MY
Karnataka,Bijapur,IN-KA,IN-KA-BJ,Karnataka,Vijayapura,IN-KA,IN-KA-BJ
Goa,North Goa,IN-GA,IN-GA-NG,Goa,North Goa,IN-GA,IN-GA-NG
Goa,South Goa,IN-GA,IN-GA-SG,Goa,South Goa,IN-GA,IN-GA-SG
Lakshadweep,Lakshadweep,IN-LD,IN-LD-LD,Lakshadweep,Lakshadweep,IN-LD,IN-LD-LD
Kerala,Kasaragod,IN-KL,IN-KL-KS,Kerala,Kasaragod,IN-KL,IN-KL-KS
Kerala,Wayanad,IN-KL,IN-KL-WA,Kerala,Wayanad,IN-KL,IN-KL-WA
Kerala,Kozhikode,IN-KL,IN-KL-KZ,Kerala,Kozhikode,IN-KL,IN-KL-KZ
Kerala,Malappuram,IN-KL,IN-KL-MA,Kerala,Malappuram,IN-KL,IN-KL-MA
Kerala,Palakkad,IN-KL,IN-KL-PL,Kerala,Palakkad,IN-KL,IN-KL-PL
Kerala,Thrissur,IN-KL,IN-KL-TS,Kerala,Thrissur,IN-KL,IN-KL-TS
Kerala,Idukki,IN-KL,IN-KL-ID,Kerala,Idukki,IN-KL,IN-KL-ID
Kerala,Ernakulam,IN-KL,IN-KL-ER,Kerala,Ernakulam,IN-KL,IN-KL-ER
Kerala,Alappuzha,IN-KL,IN-KL-AL,Kerala,Alappuzha,IN-KL,IN-KL-AL
Kerala,Kottayam,IN-KL,IN-KL-KT,Kerala,Kottayam,IN-KL,IN-KL-KT
Kerala,Pathanamthitta,IN-KL,IN-KL-PT,Kerala,Pathanamthitta,IN-KL,IN-KL-PT
Kerala,Kollam,IN-KL,IN-KL-KL,Kerala,Kollam,IN-KL,IN-KL-KL
Kerala,Thiruvananthapuram,IN-KL,IN-KL-TV,Kerala,Thiruvananthapuram,IN-KL,IN-KL-TV
Kerala,Kannur,IN-KL,IN-KL-KN,Kerala,Kannur,IN-KL,IN-KL-KN
Tamil Nadu,Thiruvallur,IN-TN,IN-TN-TL,Tamil Nadu,Thiruvallur,IN-TN,IN-TN-TL
Tamil Nadu,Chennai,IN-TN,IN-TN-CH,Tamil Nadu,Chennai,IN-TN,IN-TN-CH
Tamil Nadu,Krishnagiri,IN-TN,IN-TN-KS,Tamil Nadu,Krishnagiri,IN-TN,IN-TN-KS
Tamil Nadu,Tiruvannamalai,IN-TN,IN-TN-TV,Tamil Nadu,Tiruvannamalai,IN-TN,IN-TN-TV
Tamil Nadu,Dharmapuri,IN-TN,IN-TN-DH,Tamil Nadu,Dharmapuri,IN-TN,IN-TN-DH
Tamil Nadu,Salem,IN-TN,IN-TN-SA,Tamil Nadu,Salem,IN-TN,IN-TN-SA
Tamil Nadu,Erode,IN-TN,IN-TN-ER,Tamil Nadu,Erode,IN-TN,IN-TN-ER
Tamil Nadu,The Nilgiris,IN-TN,IN-TN-NI,Tamil Nadu,The Nilgiris,IN-TN,IN-TN-NI
Tamil Nadu,Namakkal,IN-TN,IN-TN-NM,Tamil Nadu,Namakkal,IN-TN,IN-TN-NM
Tamil Nadu,Perambalur,IN-TN,IN-TN-PE,Tamil Nadu,Perambalur,IN-TN,IN-TN-PE
Tamil Nadu,Coimbatore,IN-TN,IN-TN-CO,Tamil Nadu,Coimbatore,IN-TN,IN-TN-CO
Tamil Nadu,Tiruchirappalli,IN-TN,IN-TN-TC,Tamil Nadu,Tiruchirappalli,IN-TN,IN-TN-TC
Tamil Nadu,Ariyalur,IN-TN,IN-TN-AR,Tamil Nadu,Ariyalur,IN-TN,IN-TN-AR
Tamil Nadu,Tiruppur,IN-TN,IN-TN-TP,Tamil Nadu,Tiruppur,IN-TN,IN-TN-TP
Tamil Nadu,Thanjavur,IN-TN,IN-TN-TJ,Tamil Nadu,Thanjavur,IN-TN,IN-TN-TJ
Tamil Nadu,Karur,IN-TN,IN-TN-KR,Tamil Nadu,Karur,IN-TN,IN-TN-KR
Tamil Nadu,Thiruvarur,IN-TN,IN-TN-TR,Tamil Nadu,Thiruvarur,IN-TN,IN-TN-TR
Tamil Nadu,Dindigul,IN-TN,IN-TN-DI,Tamil Nadu,Dindigul,IN-TN,IN-TN-DI
Tamil Nadu,Madurai,IN-TN,IN-TN-MA,Tamil Nadu,Madurai,IN-TN,IN-TN-MA
Tamil Nadu,Theni,IN-TN,IN-TN-TH,Tamil Nadu,Theni,IN-TN,IN-TN-TH
Tamil Nadu,Virudunagar,IN-TN,IN-TN-VR,Tamil Nadu,Virudhunagar,IN-TN,IN-TN-VR
Tamil Nadu,Thoothukkudi,IN-TN,IN-TN-TK,Tamil Nadu,Thoothukkudi,IN-TN,IN-TN-TK
Tamil Nadu,Kanniyakumari,IN-TN,IN-TN-KK,Tamil Nadu,Kanniyakumari,IN-TN,IN-TN-KK
Tamil Nadu,Viluppuram,IN-TN,IN-TN-VL,Tamil Nadu,Viluppuram,IN-TN,IN-TN-VL
Tamil Nadu,Cuddalore,IN-TN,IN-TN-CU,Tamil Nadu,Cuddalore,IN-TN,IN-TN-CU
Tamil Nadu,Pudukkottai,IN-TN,IN-TN-PU,Tamil Nadu,Pudukkottai,IN-TN,IN-TN-PU
Tamil Nadu,Sivaganga,IN-TN,IN-TN-SI,Tamil Nadu,Sivaganga,IN-TN,IN-TN-SI
Tamil Nadu,Ramanathapuram,IN-TN,IN-TN-RA,Tamil Nadu,Ramanathapuram,IN-TN,IN-TN-RA
Tamil Nadu,Nagappattinam,IN-TN,IN-TN-NG,Tamil Nadu,Nagapattinam,IN-TN,IN-TN-NG
NA,NA,NA,NA,Tamil Nadu,Kallakurichi,IN-TN,NA
NA,NA,NA,NA,Tamil Nadu,Tenkasi,IN-TN,NA
Tamil Nadu,Tirunelveli,IN-TN,IN-TN-TI,Tamil Nadu,Tirunelveli,IN-TN,IN-TN-TI
Tamil Nadu,Vellore,IN-TN,IN-TN-VE,Tamil Nadu,Vellore,IN-TN,IN-TN-VE
NA,NA,NA,NA,Tamil Nadu,Ranipet,IN-TN,NA
NA,NA,NA,NA,Tamil Nadu,Tirupathur,IN-TN,NA
Tamil Nadu,Kancheepuram,IN-TN,IN-TN-KC,Tamil Nadu,Kancheepuram,IN-TN,IN-TN-KC
NA,NA,NA,NA,Tamil Nadu,Chengalpattu,IN-TN,NA
Puducherry,Puducherry,IN-PY,IN-PY-PO,Puducherry,Puducherry,IN-PY,IN-PY-PO
Puducherry,Karaikal,IN-PY,IN-PY-KA,Puducherry,Karaikal,IN-PY,IN-PY-KA
Puducherry,Mahe,IN-PY,IN-PY-MA,Puducherry,Mahe,IN-PY,IN-PY-MA
Puducherry,Yanam,IN-PY,IN-PY-YA,Puducherry,Yanam,IN-PY,IN-PY-YA
Andaman & Nicobar Islands,North and Middle Andaman,IN-AN,IN-AN-AN,Andaman & Nicobar Islands,North & Middle Andaman,IN-AN,IN-AN-AN
Andaman & Nicobar Islands,South Andaman,IN-AN,IN-AN-AS,Andaman & Nicobar Islands,South Andaman,IN-AN,IN-AN-AS
Andaman & Nicobar Islands,Nicobar,IN-AN,IN-AN-NI,Andaman & Nicobar Islands,Nicobars,IN-AN,IN-AN-NI
Telangana,Adilabad,IN-TS,IN-TS-AD,Telangana,Adilabad,IN-TS,IN-TS-AD
Telangana,Hyderabad,IN-TS,IN-TS-HY,Telangana,Hyderabad,IN-TS,IN-TS-HY
NA,NA,NA,NA,Telangana,Jagitial,IN-TS,NA
NA,NA,NA,NA,Telangana,Jangoan,IN-TS,NA
NA,NA,NA,NA,Telangana,Mulugu,IN-TS,NA
NA,NA,NA,NA,Telangana,Jogulamba Gadwal,IN-TS,NA
NA,NA,NA,NA,Telangana,Kamareddy,IN-TS,NA
Telangana,Karimnagar,IN-TS,IN-TS-KA,Telangana,Karimnagar,IN-TS,IN-TS-KA
Telangana,Khammam,IN-TS,IN-TS-KH,Telangana,Khammam,IN-TS,IN-TS-KH
NA,NA,NA,NA,Telangana,Kumuram Bheem Asifabad,IN-TS,NA
NA,NA,NA,NA,Telangana,Mahabubabad,IN-TS,NA
Telangana,Mahbubnagar,IN-TS,IN-TS-MA,Telangana,Mahabubnagar,IN-TS,IN-TS-MA
NA,NA,NA,NA,Telangana,Mancherial,IN-TS,NA
Telangana,Medak,IN-TS,IN-TS-ME,Telangana,Medak,IN-TS,IN-TS-ME
NA,NA,NA,NA,Telangana,Medchal Malkajgiri,IN-TS,NA
NA,NA,NA,NA,Telangana,Nagarkurnool,IN-TS,NA
Telangana,Nalgonda,IN-TS,IN-TS-NA,Telangana,Nalgonda,IN-TS,IN-TS-NA
NA,NA,NA,NA,Telangana,Nirmal,IN-TS,NA
Telangana,Nizamabad,IN-TS,IN-TS-NI,Telangana,Nizamabad,IN-TS,IN-TS-NI
NA,NA,NA,NA,Telangana,Peddapalli,IN-TS,NA
NA,NA,NA,NA,Telangana,Rajanna Sircilla,IN-TS,NA
Telangana,Rangareddy,IN-TS,IN-TS-RA,Telangana,Ranga Reddy,IN-TS,IN-TS-RA
NA,NA,NA,NA,Telangana,Sangareddy,IN-TS,NA
NA,NA,NA,NA,Telangana,Siddipet,IN-TS,NA
NA,NA,NA,NA,Telangana,Suryapet,IN-TS,NA
NA,NA,NA,NA,Telangana,Vikarabad,IN-TS,NA
NA,NA,NA,NA,Telangana,Wanaparthy,IN-TS,NA
NA,NA,NA,NA,Telangana,Warangal Rural,IN-TS,NA
Telangana,Warangal,IN-TS,IN-TS-WA,Telangana,Warangal Urban,IN-TS,IN-TS-WA
NA,NA,NA,NA,Telangana,Yadadri Bhuvanagiri,IN-TS,NA
NA,NA,NA,NA,Telangana,Bhadradri Kothagudem,IN-TS,NA
NA,NA,NA,NA,Telangana,Jayashankar,IN-TS,NA
NA,NA,NA,NA,Telangana,Narayanpet,IN-TS,NA
Jammu & Kashmir,Leh (ladakh),IN-JK,IN-JK-LE,Ladakh,Leh,NA,NA
Jammu & Kashmir,Kargil,IN-JK,IN-JK-KR,Ladakh,Kargil,NA,NA
Jammu & Kashmir,Pakistan-administered Kashmir,IN-JK,IN-JK-KM,NA,NA,NA,NA
